BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
200509092473,1049 HOWARD ST,"COMPLY WITH BID NOV#200558014 FOR PERMANENT INCREASE IN OCCUPANT LOUD OF (E) HOMELESS SHELTER ORIGINALLY APPROVED UNDER PA#9421315S.PREVS OCCUPANT LOAD 30 ON 2ND FLOOR, PROPOSAL OCCUPANT LOAD 25 AT 1ST FLOOR, RETAINING 30 AT 2ND FLOOR FOR TOTAL OCCUPANT LAND OF 55. NO WORK PROPOSED. SEE SF.AB-029.",30,55,55,25,25,05/15/2012 12:00:00 AM,05/15/2012 12:00:00 AM,0,0,25,0,0,25,0,true,6,South of Market,9 - South of Market,,3,Full BP,07/01/2008 12:00:00 AM,07/01/2008 12:00:00 AM,MUG,Inclu: On-Site BMR,3731074,2007.0469
200509274032,435 CHINA BASIN ST,"to erect 16 stories, 319 dwelling units of residential / retail / office / parking building.",0,319,329,329,329,11/12/2014 12:00:00 AM,11/12/2014 12:00:00 AM,0,0,0,27,0,27,302,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,04/03/2007 12:00:00 AM,09/05/2007 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8720001,
200509284140,5800 03rd St,"to erect 5 stories, 66 dwelling units of residential condominums & mix used.",0,66,66,66,66,09/20/2010 12:00:00 AM,09/20/2010 12:00:00 AM,0,2,3,2,0,7,59,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,1,Site Permit,12/23/2008 12:00:00 AM,12/23/2008 12:00:00 AM,M-1,Inclu: On-Site BMR,5431A001,2007.1126
200509284141,5800 03rd St,"to erect 5 stories, 71 dwelling units of residential condominums.",0,71,71,71,71,09/01/2010 12:00:00 AM,09/01/2010 12:00:00 AM,0,1,6,2,0,9,62,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,1,Site Permit,01/28/2008 12:00:00 AM,01/28/2008 12:00:00 AM,M-1,Inclu: On-Site BMR,5431A001,2007.1126
200509284193,601 Alabama St,"to erect 4 story, 34 dwelling unit, residential building.",0,34,34,34,34,04/24/2009 12:00:00 AM,04/24/2009 12:00:00 AM,0,21,0,0,0,21,13,true,9,Mission,8 - Mission,Mission Bay,2,Site Permit,06/01/2006 12:00:00 AM,10/10/2006 12:00:00 AM,UMU,Inclu: On-Site BMR,4021001,2006.0930
200510135500,411 Valencia St,"erect a 5-story, sixteen unit residential condo over a garage, and 1370 square feet commercial space.",0,16,16,16,16,05/01/2013 12:00:00 AM,05/01/2013 12:00:00 AM,0,0,1,0,0,1,15,true,9,Mission,8 - Mission,,2,Site Permit,06/22/2011 12:00:00 AM,09/09/2011 12:00:00 AM,NCT,Inclu: On-Site BMR,3554027,2009.0180
200510145593,410 JESSIE ST,"CONVERT 3 FLOOR OF OFFICE SPACE TO 24 RESIDENTIAL UNITS (FLOORS 2,3,4) SITE PERMIT.",24,48,48,24,24,08/28/2007 12:00:00 AM,08/28/2007 12:00:00 AM,0,0,0,2,0,2,22,true,6,South of Market,4 - Downtown,Downtown,3,Site Permit,02/27/2007 12:00:00 AM,02/27/2007 12:00:00 AM,C-3-G,Inclu: On-Site BMR,3704002,
200601132178,766 HARRISON ST,"ERECT AN 8 STORY, 98 DWELLING UNIT BLDG.",0,98,98,98,98,10/29/2009 12:00:00 AM,10/29/2009 12:00:00 AM,0,0,0,7,0,7,91,true,6,South of Market,9 - South of Market,Yerba Buena,1,Site Permit,05/05/2006 12:00:00 AM,08/30/2006 12:00:00 AM,CMUO,Inclu: On-Site BMR,3751153,2007.0361
200603156692,2395 Lombard St,"to erect 4 stories 12 units of mixed use residential, commercial & parking.",0,12,12,12,12,05/14/2010 12:00:00 AM,05/14/2010 12:00:00 AM,0,0,1,0,0,1,11,true,2,Marina,2 - Marina,,2,Site Permit,04/18/2008 12:00:00 AM,03/06/2009 12:00:00 AM,NC-3,Inclu: On-Site BMR,0512020,2007.0959
200607106040,725 Pine St,"change of use. occupancy classification remaining ""r1"". remodel tourist hotel 20 rooms to be 22 dwelling units. existing tourist rooms have full kitchens already. p/a on separate app.",20,22,22,2,2,09/12/2007 12:00:00 AM,09/12/2007 12:00:00 AM,0,1,1,0,0,2,0,true,3,Nob Hill,3 - Northeast,,3,Full BP,03/20/2007 12:00:00 AM,03/20/2007 12:00:00 AM,RM-4,Inclu: On-Site BMR,0272001C,2006.0242
200607146552,870 HARRISON ST,TO ERECT A NEW 6 STORY 26 DWELLING UNITS W/ COMMERCIAL BLDG.,0,26,26,26,26,01/08/2015 12:00:00 AM,01/08/2015 12:00:00 AM,0,1,2,1,0,4,22,true,6,South of Market,9 - South of Market,Yerba Buena,1,Site Permit,04/02/2013 12:00:00 AM,11/13/2013 12:00:00 AM,MUR,Inclu: On-Site BMR,3752019,2006.0430
200607146588,1844 Market St,"to erect 8 stories, 113 dwelling units of residential / retail / parking / assembly building.",0,113,113,113,113,10/31/2014 12:00:00 AM,10/31/2014 12:00:00 AM,0,3,9,3,0,15,98,true,8,Hayes Valley,6 - Buena Vista,Lower Haight Public Realm Plan,1,Site Permit,07/17/2007 12:00:00 AM,07/12/2011 12:00:00 AM,NCT-3,Inclu: On-Site BMR,0871016,2004.0892
200607207084,1411 Market St,to erect a new 35 story 719 dwelling units with retail & parking  & assembly space,0,719,754,754,754,02/27/2015 12:00:00 AM,02/27/2015 12:00:00 AM,0,27,36,27,0,90,664,true,6,South of Market,4 - Downtown,Downtown,1,Full BP,04/25/2008 12:00:00 AM,04/25/2008 12:00:00 AM,C-3-G,Inclu: On-Site BMR,3507041,2006.0584
200608240472,1355 Pacific Av,"erect a 4story, 23 units condo building.",0,23,23,23,23,05/11/2010 12:00:00 AM,05/11/2010 12:00:00 AM,0,0,1,0,0,1,22,true,3,Russian Hill,3 - Northeast,,1,Site Permit,09/15/2008 12:00:00 AM,09/15/2008 12:00:00 AM,NCD,Inclu: On-Site BMR,0184031,2005.0930
200608290851,178 Townsend St,*site permit * - 4-story vertical addition. chagne of use to residential.,0,94,94,94,94,12/28/2012 12:00:00 AM,12/28/2012 12:00:00 AM,0,2,8,2,0,12,82,true,6,Financial District/South Beach,9 - South of Market,,3,Site Permit,08/12/2010 12:00:00 AM,08/12/2010 12:00:00 AM,CMUO,Inclu: On-Site BMR,3788012,2009.0476
200611097334,299 Valencia St,to erect a new 40 res. units over commercial & parking on groundfloor & underground parking,0,40,40,40,40,06/15/2012 12:00:00 AM,06/15/2012 12:00:00 AM,0,1,3,1,0,5,35,true,9,Mission,8 - Mission,,2,Site Permit,09/02/2010 12:00:00 AM,12/10/2010 12:00:00 AM,NCT-3,Inclu: On-Site BMR,3532014,2006.0432
200612139733,55 Trumbull St,erect 3 stories 18 dwelling units building,0,18,18,18,18,04/27/2011 12:00:00 AM,04/27/2011 12:00:00 AM,0,1,1,1,0,3,15,true,11,Excelsior,12 - South Central,,2,Full BP,08/20/2009 12:00:00 AM,08/20/2009 12:00:00 AM,NCD,Inclu: On-Site BMR,5868006,2004.0895
200710014208,1880 Mission St,"to erect 6 story, 202 residential unit with m, a-3 & s-2.
merging lots 2a, 3, 4, 29 into one lot for this project, using address of 1880 mission st. parallel plan check.",0,202,202,202,202,09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM,0,0,40,0,0,40,162,true,9,Mission,8 - Mission,,1,Site Permit,10/17/2011 12:00:00 AM,11/07/2011 12:00:00 AM,NCT,Inclu: On-Site BMR,3547002A,2003.0758
200710316994,2829 California St,new 4 story building 13 dwelling units to be constructed above basement garage.,0,13,13,13,13,02/06/2013 12:00:00 AM,02/06/2013 12:00:00 AM,0,0,1,0,0,1,12,true,2,Pacific Heights,5 - Western Addition,,2,Site Permit,03/22/2011 12:00:00 AM,11/10/2011 12:00:00 AM,NC-2,Inclu: On-Site BMR,1028028,2007.0543
200711017060,3400 CESAR CHAVEZ ST,BUILD A NEW 4 STORIES 60 DWELLING UNITS WITH COMMERCIAL; MIXED USE.,0,60,58,58,58,04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,0,1,6,2,0,9,49,true,9,Mission,8 - Mission,Mission District Streetscape Plan,2,Site Permit,02/21/2008 12:00:00 AM,02/21/2008 12:00:00 AM,NCT,Inclu: On-Site BMR,6569004,2008.0831
200906100148,501 BEALE ST,(HOA ) ADMINISTRATIVE PERMIT FOR THE PURPOSE OF TRANSFERRING JURISDICTION FROM THE SF PORT AUTHORITY TO THE DPT OF BLDG INSP FOR THE COSNTRUCTION OF 136 RESIDENTIAL CONDO AS AUTHORIZED UNDER SF PORT AUTHORITY PERMIT #6726 MEMORANDUM OF UNDERSTANDING TO SF DBI DATED 4-28-09 ATTACHED,136,136,272,136,136,06/19/2009 12:00:00 AM,06/19/2009 12:00:00 AM,0,4,6,4,0,14,122,true,6,Financial District/South Beach,9 - South of Market,Rincon Hill,8,Full BP,06/10/2009 12:00:00 AM,06/10/2009 12:00:00 AM,SB-DTR,Inclu: On-Site BMR,3771004,2003.0596
200907092309,2225 03rd St,"preserve, renovate and merge two historical bldg at 2225 and 2255 third st located on same lot into one structure with the address of 2235 third st by constructing 2 levels of prkg, ground fl commercial, storage, day care and 196 res.units.",0,196,196,196,196,08/28/2013 12:00:00 AM,08/28/2013 12:00:00 AM,0,8,23,8,0,39,157,true,10,Potrero Hill,9 - South of Market,,3,Site Permit,12/22/2010 12:00:00 AM,12/22/2010 12:00:00 AM,UMU,Inclu: On-Site BMR,4058010,2002.1302
200910169156,1150 Ocean Av,"to erect 5 stories, 173 residential units with commercial bldg.",0,173,173,173,173,05/28/2013 12:00:00 AM,05/28/2013 12:00:00 AM,0,4,14,5,0,23,150,true,7,West of Twin Peaks,13 - Ingleside,Ocean and Geneva Corridor Design Plan,1,Site Permit,06/21/2010 12:00:00 AM,04/27/2011 12:00:00 AM,NCT,Inclu: On-Site BMR,3180003,2011.0507
200912223671,401 INNES AV,"TO ERECT 5 STORY, 35 RESIDENTIAL UNITS WITH PARKING. (NO BASEMENT)",0,35,35,35,35,04/28/2017 12:00:00 AM,04/28/2017 12:00:00 AM,0,0,4,0,0,4,31,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,1,Site Permit,04/16/2013 12:00:00 AM,12/23/2013 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C095,2013.0196
200912223673,50 JERROLD AV,"TO ERECT 5 STORY, 34 RESIDENTIAL UNITS WITH PARKING. NO BASEMENT.",0,34,34,34,34,04/11/2017 12:00:00 AM,04/11/2017 12:00:00 AM,0,0,0,9,0,9,25,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,1,Site Permit,04/16/2013 12:00:00 AM,12/23/2013 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C101,2013.0196
200912223674,298 COLEMAN ST,TO ERECT 3 STORY TYPE 5 12 UNITS RESIDENTIAL WITH PARKING,0,12,12,12,12,02/24/2017 12:00:00 AM,02/24/2017 12:00:00 AM,0,0,0,1,0,1,11,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,11/26/2012 12:00:00 AM,11/15/2013 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C098,2013.0196
200912223676,198 COLEMAN ST,"TO ERECT 3 STORY TYPE 5B, 12 UNITS RESIDENTIAL WITH PARKING.",0,12,12,12,12,09/14/2017 12:00:00 AM,09/14/2017 12:00:00 AM,0,0,0,1,0,1,11,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,11/26/2012 12:00:00 AM,11/15/2013 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C069,2013.0196
200912223677,299 FRIEDELL ST,TO ERECT 3 STORY TYPE 5 12 UNITS RESIDENTIAL WITH PARKING,0,12,12,12,12,02/08/2017 12:00:00 AM,02/08/2017 12:00:00 AM,0,0,0,1,0,1,11,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,01/25/2013 12:00:00 AM,11/22/2013 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C094,2013.0196
201006305679,333 Harrison St,"erect type 1, retail, parking, and residential bldg.",0,326,326,326,326,02/27/2013 12:00:00 AM,02/27/2013 12:00:00 AM,0,8,26,9,0,43,283,true,6,Financial District/South Beach,9 - South of Market,Rincon Hill,1,Site Permit,12/01/2010 12:00:00 AM,05/31/2011 12:00:00 AM,RH DTR,Inclu: On-Site BMR,3766261,2007.1250
201012096400,616 20th St,"erect 5 stories, 16 dwelling units type 1 & 5, commercial & residential new building.",0,16,16,16,16,11/21/2013 12:00:00 AM,11/21/2013 12:00:00 AM,0,0,1,0,0,1,15,true,10,Potrero Hill,9 - South of Market,Mission Bay,1,Site Permit,03/09/2012 12:00:00 AM,04/16/2012 12:00:00 AM,UMU,Inclu: On-Site BMR,4058008,2012.1359
201012166843,1190 Mission St,erect 22 stories of 418 dwelling unit with commercial,0,418,418,418,418,10/03/2013 12:00:00 AM,10/03/2013 12:00:00 AM,0,10,34,11,0,55,363,true,6,South of Market,4 - Downtown,Downtown,1,Site Permit,06/30/2011 12:00:00 AM,10/13/2011 12:00:00 AM,C-3-G,Inclu: On-Site BMR,3702308,2002.1179
201105256770,140 09TH ST,"Change of Occupancy from retail furniture store to mixed use(Art studio, Art gallery, Congregate living facility and efficiency apartments. Seismic upgrade per 3403.5.- Partitions, plumbing,mechanical, electrical & finish work. Auto sprinkler system NFPA 13 UNDER SEPARATE PERMIT.",0,10,10,10,10,12/15/2015 12:00:00 AM,12/15/2015 12:00:00 AM,0,1,1,1,0,3,7,true,6,South of Market,4 - Downtown,Downtown,3,Full BP,06/08/2012 12:00:00 AM,06/08/2012 12:00:00 AM,RCD,Inclu: On-Site BMR,3509005,2010.0423
201106017202,240 05th St,erect a mixed use residential 182 units building.,0,182,182,182,182,02/27/2015 12:00:00 AM,02/27/2015 12:00:00 AM,0,4,15,5,0,24,158,true,6,South of Market,9 - South of Market,,1,Site Permit,07/06/2012 12:00:00 AM,02/07/2013 12:00:00 AM,MUR,Inclu: On-Site BMR,3732150,2007.0690
201106017208,900 Folsom St,erect a mixed use residential 282 units building.,0,282,282,282,282,06/23/2016 12:00:00 AM,06/23/2016 12:00:00 AM,0,13,16,13,0,42,240,true,6,South of Market,9 - South of Market,,1,Site Permit,08/14/2012 12:00:00 AM,10/09/2012 12:00:00 AM,MUR,Inclu: On-Site BMR,3732009,2007.0689
201202073722,701 LONG BRIDGE ST,"TO ERECT A 5 STORY, 188 UNIT APARTMENTS & PARKING BUILDING.",0,188,188,188,188,11/29/2016 12:00:00 AM,11/29/2016 12:00:00 AM,0,5,16,5,0,26,162,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,06/29/2012 12:00:00 AM,10/09/2012 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8711019,
201202073728,1200 04TH ST,"TO ERECT 6 STORY, 172 UNITS APARTMENTS, RETAIL & PARKING BUILDING.",0,172,172,172,172,12/14/2017 12:00:00 AM,12/14/2017 12:00:00 AM,0,1,4,2,0,7,165,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,06/29/2012 12:00:00 AM,09/28/2012 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8711017,
201202154236,1717 17th St,"erect 4-story type v building. residential, retail, parking.",0,20,20,20,20,04/18/2014 12:00:00 AM,04/18/2014 12:00:00 AM,0,0,1,0,0,1,19,true,10,Potrero Hill,9 - South of Market,Rincon Hill,2,Site Permit,07/23/2012 12:00:00 AM,08/27/2012 12:00:00 AM,UMU,Inclu: On-Site BMR,3980008,2012.1558
201202295141,100 AVOCET WY,"to erect 3 stories, 9 units residential building with private parking.",0,9,9,9,9,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,0,0,0,1,0,1,8,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,05/17/2013 12:00:00 AM,12/20/2013 12:00:00 AM,RM-1,,4591C057,2013.0196
201202295142,101 AVOCET WY,"erect 3 stories, 9 dwelling units w/ private garage, type 5, new building.",0,9,9,9,9,07/03/2017 12:00:00 AM,07/03/2017 12:00:00 AM,0,0,0,1,0,1,8,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,05/17/2013 12:00:00 AM,12/20/2013 12:00:00 AM,RM-1,,4591C059,2013.0196
201207054130,690 LONG BRIDGE ST,"TO ERECT 16 STORIES, 273 UNITS APARTMENTS & PARKING BUILDING.",0,273,273,273,273,12/11/2015 12:00:00 AM,12/11/2015 12:00:00 AM,0,7,22,8,0,37,236,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,02/19/2013 12:00:00 AM,03/28/2013 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8711013,
201212055523,310 CAROLINA ST,"TO ERECT 4 STORIES, NO BASEMENT, 21 UNITS RESIDENTIAL & COMMERCIAL BUILDING.",0,21,21,21,21,11/09/2015 12:00:00 AM,11/09/2015 12:00:00 AM,0,0,1,0,0,1,20,true,10,Potrero Hill,9 - South of Market,Rincon Hill,2,Site Permit,12/06/2013 12:00:00 AM,05/12/2014 12:00:00 AM,UMU,Inclu: On-Site BMR,3980008,2004.0946
201212246822,718 LONG BRIDGE ST,erect 16 stories & 263 dwelling apartment & parking.,0,263,267,267,267,02/07/2019 12:00:00 AM,02/07/2019 12:00:00 AM,0,7,22,7,0,36,231,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,10/02/2013 12:00:00 AM,12/06/2013 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8710007,
201309277934,10 KENNEDY PL,"ERECT 2 STORY, 1 BASEMENT,  21 UNITS RESIDENTIAL BUILDING.",0,21,21,21,21,11/13/2018 12:00:00 AM,11/13/2018 12:00:00 AM,0,1,2,1,0,4,17,true,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,04/14/2014 12:00:00 AM,12/07/2016 12:00:00 AM,RM-1,Inclu: On-Site BMR,4591C221,2013.0196
201408133766,110 CHANNEL *,"TO ERECT 6 STORIES, 1 BASEMENT, 152 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **",0,152,152,152,152,01/23/2018 12:00:00 AM,11/20/2020 12:00:00 AM,0,4,13,5,0,22,130,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,08/04/2015 12:00:00 AM,11/19/2020 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8715004,
201408133775,1000 03RD ST,"TO ERECT 16 STORIES, NO BASEMENT, 198 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **",0,198,198,198,198,03/16/2018 12:00:00 AM,05/07/2018 12:00:00 AM,0,5,16,6,0,27,171,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,08/04/2015 12:00:00 AM,11/19/2020 12:00:00 AM,MB-RA,Inclu: On-Site BMR,8715004,
201603152080,302 SILVER AV,"TO ERECT 5 STORIES, 2 BASEMENT, RESIDENTIAL CARE FOR THE ELDERLY BUILDING.",0,198,198,198,198,06/29/2020 12:00:00 AM,08/12/2020 12:00:00 AM,0,5,16,6,0,27,171,true,11,Excelsior,12 - South Central,,1,Site Permit,11/21/2016 12:00:00 AM,08/14/2017 12:00:00 AM,RH-2,Inclu: On-Site BMR,5952002,2016-004375PRJ
201606281077,75 ARKANSAS ST,"TO ERECT 4 STORIES, TYPE VA, 30 UNITS STUDENT HOUSING WITH MIXED USE BUILDING.
** MAHER: N/A **",0,30,30,30,30,08/22/2018 12:00:00 AM,08/22/2018 12:00:00 AM,0,1,3,1,0,5,25,true,10,Mission Bay,9 - South of Market,,2,Site Permit,01/13/2017 12:00:00 AM,04/04/2017 12:00:00 AM,UMU,Inclu: On-Site BMR,3952001B,2015-009928PRJ
201608155030,2750 GEARY BL,"DEMOLITION OF SELECT INTERIOR WALL TO CREATE 18 BEDROOMS, 16 BATH FOR MEMORY CARE RESIDENCE. CONNECT 2 WOOD FRAME BLDGS, CONNECT CORRIDORS TO E G TYPE 1 MAIN BLDG, BUILD UP FLOORS OF TYPE 5 BLDG TO ALIGN WITH MAIN BLDG, INCLUDING RAMPS FOR LEVEL CHG, NEW MECH,PLUMB, ELEC FOR NEW UNITS /2 NEW STAIRS,",76,94,94,18,18,05/03/2018 12:00:00 AM,05/03/2018 12:00:00 AM,0,1,2,1,0,4,14,true,2,Presidio Heights,1 - Richmond,Geary Corridor,3,Full BP,01/19/2017 12:00:00 AM,01/19/2017 12:00:00 AM,RH-2,Inclu: On-Site BMR,1070001A,2016-010600PRL
201801118381,4230 18TH ST,"TO ERECT 4 STORIES, NO BASEMENT, 12 RESENTIAL HOTEL & RESTAURANT BUILDING.",0,12,12,12,12,04/27/2022 12:00:00 AM,04/27/2022 12:00:00 AM,0,1,1,1,0,3,9,true,8,Castro/Upper Market,7 - Central,,2,Site Permit,01/24/2019 12:00:00 AM,05/22/2019 12:00:00 AM,NCD,Inclu: On-Site BMR,2648019,2017-008334PRJ
201911127017,53V COLTON ST,"TO ERECT 6 STORIES, 1 BASEMENT, TYPE III-A OVER I-A, 96 UNITS RESIDENTIAL WITH OFFICE, & ASSEMBLY BUILDING. (R-2,B,A-3,S-2) (MAYOR EXECTIVE DIR# 13-01 & 17-02)",0,96,96,96,96,06/22/2022 12:00:00 AM,06/22/2022 12:00:00 AM,0,96,0,0,0,96,0,true,6,Mission,8 - Mission,Downtown,1,Site Permit,05/18/2020 12:00:00 AM,10/15/2020 12:00:00 AM,NCT-3,Inclu: On-Site BMR,3505027,2015-005848PRJ
9213835S,501 CRESCENT WY,ERECT 4 STORIES OF 48 DWELLING UNITS,0,48,52,52,52,01/22/2007 12:00:00 AM,01/22/2007 12:00:00 AM,0,0,0,5,0,5,47,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,1,Site Permit,04/28/1999 12:00:00 AM,04/28/1999 12:00:00 AM,C-2,Inclu: On-Site BMR,4991239,
9213839S,401 CRESCENT CT,ERECT A 3 STORIES OF 39 DWELLING,0,39,52,52,52,08/29/2007 12:00:00 AM,08/29/2007 12:00:00 AM,0,0,0,7,0,7,45,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,1,Site Permit,04/28/1999 12:00:00 AM,04/28/1999 12:00:00 AM,C-2,Inclu: On-Site BMR,4991238,
9921812S,675 TOWNSEND ST,ERECT A 3 STORY 148 RESIDENTIAL BLDG WITH RETAIL,0,148,148,148,148,07/29/2008 12:00:00 AM,07/29/2008 12:00:00 AM,0,0,0,15,0,15,133,true,6,Mission Bay,9 - South of Market,Mission Bay,2,Site Permit,03/03/2000 12:00:00 AM,05/28/2002 12:00:00 AM,UMU,Inclu: On-Site BMR,3799007,1998.455
200103235127,833 Jamestown Av,"bldg #1 - erect new residential building - 12 dwelling units, 3 stories",0,12,12,12,12,08/20/2014 12:00:00 AM,08/20/2014 12:00:00 AM,0,0,11,0,0,11,1,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,03/28/2006 12:00:00 AM,09/07/2006 12:00:00 AM,RH-2,100% Affordable,4991277,1999.233
200103235131,837 Jamestown Av,bldg #8 -  erect 4 stories of 10 dwelling units,0,10,10,10,10,08/20/2014 12:00:00 AM,08/20/2014 12:00:00 AM,0,0,9,0,0,9,1,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,03/28/2006 12:00:00 AM,09/25/2006 12:00:00 AM,RH-2,100% Affordable,4991277,1999.233
200103235135,869 JAMESTOWN AV,"BLDG  #9 - NEW RESIDENTIAL  8 DWELLING UNITS, 4 STORIES.",0,8,8,8,8,03/17/2014 12:00:00 AM,03/17/2014 12:00:00 AM,0,0,8,0,0,8,0,true,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,03/28/2006 12:00:00 AM,10/12/2006 12:00:00 AM,RH-2,Inclu: Off-Site BMR,4991277,1999.233
200108105778,50 Julian Av,"erect 4 stories of 20 congragate units  residential care, meeting rooms, offices, parking",0,20,20,20,20,06/13/2005 12:00:00 AM,06/13/2005 12:00:00 AM,20,0,0,0,0,20,0,true,9,Mission,8 - Mission,,2,Site Permit,07/22/2002 12:00:00 AM,04/11/2003 12:00:00 AM,NCT,100% Affordable,3547022,
200205317949,1011 HOWARD ST,"FIRE DAMAGE REPAIR -ADD 1 STORY.SEISMIC UPGRADE SPRINKLER, NEW PLUMBING,ELECTRICAL,MECH,SHEETROCK.",58,89,89,31,31,01/29/2018 12:00:00 AM,01/29/2018 12:00:00 AM,0,31,0,0,0,31,0,true,6,South of Market,9 - South of Market,,3,Site Permit,06/16/2004 12:00:00 AM,06/17/2004 12:00:00 AM,MUG,100% Affordable,3731117,2002.1166
200208093627,201 Berry St,"erect 7 story 140 dwelling units, office, library, retail & parking",0,140,140,140,140,03/07/2007 12:00:00 AM,03/07/2007 12:00:00 AM,0,139,0,0,0,139,1,true,6,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,07/29/2003 12:00:00 AM,01/26/2004 12:00:00 AM,MB-RA,100% Affordable,8708006,2002.1123
200209207057,75 Dore St,erect a 5 story 98 dwelling units,0,98,98,98,98,08/10/2005 12:00:00 AM,08/10/2005 12:00:00 AM,0,98,0,0,0,98,0,true,6,South of Market,9 - South of Market,,2,Site Permit,10/15/2003 12:00:00 AM,06/13/2003 12:00:00 AM,NCT,100% Affordable,3518045,2002.0261
200302217986,810 Battery St,"erect 87 residential units, commercial, office and parking",0,87,87,87,87,07/24/2008 12:00:00 AM,07/24/2008 12:00:00 AM,0,87,0,0,0,87,0,true,3,Financial District/South Beach,3 - Northeast,,1,Site Permit,12/21/2004 12:00:00 AM,09/15/2005 12:00:00 AM,C-2,100% Affordable,0141011,2002.0778
200308051236,942 MARKET ST,"CONVERSION OF EXISTING OFFICE TO RESIDENTIAL, NEW SEISMIC UPGRADE, FIRE PROTECTION, NEW",0,33,33,33,33,12/13/2017 12:00:00 AM,12/13/2017 12:00:00 AM,0,0,0,13,0,13,20,true,3,Tenderloin,4 - Downtown,Mid-Market,3,Full BP,05/03/2007 12:00:00 AM,05/03/2007 12:00:00 AM,C-3-G,Inclu: Combination,0341005,2003.0587
200309265850,230 Turk St,"to erect new 109 dwelling unit, 8 stories, mixed use, residential, community, social service office bldg.",0,109,109,109,109,06/25/2008 12:00:00 AM,06/25/2008 12:00:00 AM,109,0,0,0,0,109,0,true,6,Tenderloin,4 - Downtown,,1,Site Permit,03/10/2006 12:00:00 AM,09/22/2006 12:00:00 AM,RC-4,100% Affordable,0338006,2005.0140
200312162457,2428 Bay Shore Bl,erect 12 dwelling units of 3 stories. residential/commercial.,0,12,12,12,12,06/30/2006 12:00:00 AM,06/30/2006 12:00:00 AM,0,0,0,12,0,12,0,true,10,Visitacion Valley,12 - South Central,Visitacion Valley,2,Site Permit,01/26/2005 12:00:00 AM,03/08/2005 12:00:00 AM,NC-3,100% Affordable,6249003,2004.1032
